Username,Text,language,retweet_count,Time,location
anughosh_21,This should be bigger news. #StopExecutionInIran #OpIran #IranRevolution #iran https://t.co/806adYdelj,en,3535,2022-12-31 12:43:06+00:00,"New Delhi, India"
maeiiii4,@SepidehMoafi @instagram @Meta shame on you @Meta @instagram :)  #IranRevoIution #opiran #woman_life_freedom,en,1,2022-12-31 12:42:42+00:00,
peaceprince9393,"@SIDRAN80 @peaceprince9393 Yes. That’s the smallest people of the smallest, disturbing the peace of God.      #MahsaAmini   #IranRevoIution  #OpIran  #R2Pforlran https://t.co/XgYvjeKAmG",en,1,2022-12-31 12:41:36+00:00,منویاری کنین دوستان بیام بالا
Aboyfromiran4,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 12:38:12+00:00,
Ay_H_yB,Women's rights are human rights.  Jin Jiyan Azadi  #OpAFG   #OpIran https://t.co/GJmHDawRp0,en,155,2022-12-31 12:37:43+00:00,Irgendwo
bayadberin,"@n_roettgen Please searh #جوانرود  The number of injured is high  #BurhanEliasi 22 year old,  #Javanrood , #Iran was shot and killed by the repressive forces of the terrorist regime of Islanic Republic  Please help #OpIran   #IranRevolution   https://t.co/CUGh94rnVl https://t.co/LPjr7KHAKh",en,5,2022-12-31 12:36:48+00:00,
emirmohi,Women's rights are human rights.  Jin Jiyan Azadi  #OpAFG   #OpIran https://t.co/GJmHDawRp0,en,155,2022-12-31 12:36:00+00:00,
moltimolta,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 12:34:34+00:00,
NewIran_,This should be bigger news. #StopExecutionInIran #OpIran #IranRevolution #iran https://t.co/806adYdelj,en,3535,2022-12-31 12:32:17+00:00,
Morteza_Brain,"#OpIran the Islamic republic is killing Iranian youth, we don't forget, we don't forgive!    Expect us... https://t.co/LI43545osr",en,30,2022-12-31 12:31:49+00:00,Iran
babaredsheep,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 12:29:48+00:00,🇪🇺 🏴󠁧󠁢󠁷󠁬󠁳󠁿
Eileen_Shepherd,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 12:27:03+00:00,Grahamstown/Makhanda S Africa 
_saslo,THERE'S NO MORE TIME❗️    #SS35  #Mahsa_Amini #WomanLifeFreedom #Iran #IranRevolution22 #Kurdistan #Belochistan #KurdistanProtests #OpIran #StopBaluchGenocide   #زن_زندگی_آزادی https://t.co/MYx1xVuSeq,en,0,2022-12-31 12:26:50+00:00,Lombardia IT
rhart1959,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 12:26:44+00:00,Hildenborough
RabindadashZoro,"@1500tasvir #BorhanEliasi, a 22 year-old was shot to death by Islamic Republic’s forces today at #Javanroud. December 31.  #IranRevolution  #MahsaAmini  #OpIran   Please help https://t.co/uCvwd85RQa",en,17,2022-12-31 12:26:26+00:00,
ASirvan2020,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 12:24:44+00:00,
MarjanZoufa,"We young people hate the globalist world-eating system, you bloodthirsty governments take away the individual freedom of each one of us, for your own benefit, if Iranian youths fight with the Islamic regime, you defend their regime, the Islamic terrorist regime remains. #OpIran",en,0,2022-12-31 12:24:29+00:00,"Filadelfia, "
Mal32424408,@valkanestor I hope that the fight against Internet filtering and scandalizing the accomplices of the Islamic Republic and the Revolutionary Guards will start from Germany and Europe.  #IranRevoIution2022   #MahsaAmini   #OpIran,en,1,2022-12-31 12:24:22+00:00,
DragonIngot,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 12:22:21+00:00,
RRKile1,"@PanahiRafiq @peaceprince9393 The little men, the tiny ones, not even respecting people grieving, death.      #MahsaAmini   #IranRevoIution  #OpIran  #R2Pforlran https://t.co/sS2rMWwgm5",en,0,2022-12-31 12:21:49+00:00,"Saltnes, på hytta."
balaja_mubariz,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 12:19:40+00:00,
amir30804978,"@1500tasvir #BorhanEliasi, a 22 year-old was shot to death by Islamic Republic’s forces today at #Javanroud. December 31.  #IranRevolution  #MahsaAmini  #OpIran   Please help https://t.co/uCvwd85RQa",en,17,2022-12-31 12:19:40+00:00,
RRKile1,"@SIDRAN80 @peaceprince9393 Yes. That’s the smallest people of the smallest, disturbing the peace of God.      #MahsaAmini   #IranRevoIution  #OpIran  #R2Pforlran https://t.co/XgYvjeKAmG",en,1,2022-12-31 12:19:29+00:00,"Saltnes, på hytta."
rugbypct,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 12:16:32+00:00,Luxembourg
JBDUB14,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 12:16:15+00:00,
StevenP16282832,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 12:16:03+00:00,
Josephi30278635,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 12:15:42+00:00,London
_saslo,Just a second stop and read❗️    #SS35  #Mahsa_Amini #WomanLifeFreedom #Iran #IranRevolution22 #Kurdistan #Belochistan #KurdistanProtests #OpIran #StopBaluchGenocide   #زن_زندگی_آزادی https://t.co/qu8l4yCJxl,en,0,2022-12-31 12:15:06+00:00,Lombardia IT
_saslo,You cannot be SILENT!    #SS35  #Mahsa_Amini #WomanLifeFreedom #Iran #IranRevolution22 #Kurdistan #Belochistan #KurdistanProtests #OpIran #StopBaluchGenocide   #زن_زندگی_آزادی https://t.co/SIdbDkDpkt,en,0,2022-12-31 12:10:24+00:00,Lombardia IT
free_camellia,Women's rights are human rights.  Jin Jiyan Azadi  #OpAFG   #OpIran https://t.co/GJmHDawRp0,en,155,2022-12-31 12:07:03+00:00,
acdebeaux,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 12:04:33+00:00,"Edinburgh, UK"
Mahya_bh,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 12:02:59+00:00,
mahihkan65,"Iran_Karaj.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month. #OpIran #مهسا_امینی @SenTedCruz https://t.co/CvK3yKsVA4",en,12,2022-12-31 12:01:29+00:00,"Toronto, Ontario Canada 🇨🇦✌️"
mahihkan65,"Iran_Khash.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month. #OpIran #مهسا_امینی @SenRickScott https://t.co/jZIrgl6vmT",en,7,2022-12-31 12:01:14+00:00,"Toronto, Ontario Canada 🇨🇦✌️"
mahihkan65,"Iran_Bokan.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month.#OpIran #مهسا_امینی @ChrisCoons https://t.co/gHAYHpJKVz",en,6,2022-12-31 12:01:09+00:00,"Toronto, Ontario Canada 🇨🇦✌️"
winegirl100,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:59:46+00:00,
osamo12098665,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 11:57:35+00:00,
MaureenPickeri5,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:55:37+00:00,"Kirkcaldy, Scotland"
pyrzn2,@epineyro_ok @AlinejadMasih Thank you #OpIran,en,0,2022-12-31 11:54:31+00:00,
Pridefc4life,"Iran_Karaj.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month. #OpIran #مهسا_امینی @SenTedCruz https://t.co/CvK3yKsVA4",en,12,2022-12-31 11:53:57+00:00,
maryajp1983,Happy New Year Anonymous    LOVE AND PEACE  @anonymousopiran   @YourAnonRiots   @Anonymous_VNPC   @YourAnonNews   @YourAnonStory   @YourAnonCentral   @YourAnonOne    @anon_met   @LatestAnonPress   @AnonymousWamp   @AL3_hacker   #OpIran   #MahsaAmini,en,10,2022-12-31 11:52:20+00:00,
KRavnkilde,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:52:16+00:00,Nottingham 
azar87020677,@valkanestor I hope that the fight against Internet filtering and scandalizing the accomplices of the Islamic Republic and the Revolutionary Guards will start from Germany and Europe.  #IranRevoIution2022   #MahsaAmini   #OpIran,en,1,2022-12-31 11:51:45+00:00,"Tehran,Iran"
slayerboy369,"@F_karamizand @UN_HRC @CNN @AP @dwnews @VP Have you seen the Taliban?  The ruling dictatorship of Iran is the same Taliban.  At the same time, European governments consider this state to be formal..  #MahsaAmini  #IranRevolution  #OpIran  #WomanLifeFreedom",en,0,2022-12-31 11:51:36+00:00,
Springjockify,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:49:38+00:00,"Perth, Scotland, Europe "
AltayKarimli,"❗️#Azerbaijani blogger living in #Tabriz, #SouthAzerbaijan, Sonia Rahmanzadeh was arrested by #Iranian regime agents in front of her home on Dec 18, 2022.  The reasons for the arrest and Sonia's detention place are still unknown.    #IranProtests  #HadisNajafi #MahsaAmini  #OpIran https://t.co/r5M1fOy5Pl",en,9,2022-12-31 11:49:22+00:00,Azerbaijan
Elahe888_h,Women's rights are human rights.  Jin Jiyan Azadi  #OpAFG   #OpIran https://t.co/GJmHDawRp0,en,155,2022-12-31 11:48:34+00:00,
nondeplumeuk,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:48:11+00:00,
nafise944522721,This should be bigger news. #StopExecutionInIran #OpIran #IranRevolution #iran https://t.co/806adYdelj,en,3535,2022-12-31 11:47:23+00:00,
ZJMM98,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:47:12+00:00,England
vforvendetta5ir,The #IRGC is once again opening fire on people in #Javanroud and #Kermanshah. At least 8 have been shot and injured and one person has been murdered. The people are not armed. They need immediate help.    #MahsaAmini #IranRevolution #OpIran,en,0,2022-12-31 11:46:20+00:00,
SteveDawe11,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:45:01+00:00,"Oxford, England"
mohammadghane1,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 11:43:49+00:00,
DUMSK1QMgYQidsD,This should be bigger news. #StopExecutionInIran #OpIran #IranRevolution #iran https://t.co/806adYdelj,en,3535,2022-12-31 11:41:45+00:00,
nightmar_girl,@Anonymousnn3 Our hero ♡♡♡♡♡  #مهسا_امینی   #OpIran,en,0,2022-12-31 11:40:20+00:00,
nightmar_girl,@anonymousopiran Yes yes yesssss =))))  #مهسا_امینی   #OpIran,en,0,2022-12-31 11:39:19+00:00,
mahtabroshan3,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 11:39:04+00:00,tehran
mikeroebuck53,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:37:33+00:00,
DavidAlexanian,This should be bigger news. #StopExecutionInIran #OpIran #IranRevolution #iran https://t.co/806adYdelj,en,3535,2022-12-31 11:37:25+00:00,Los Angeles and Toronto
dinjup27,"Iran Airlines online services have stopped working properly due to my attack.    This is a form of attack on the Iranian government and companies, which support the regime.    #TangoDown #OpIran #MashaAmini #Anonymous #Iran #IranProtests2022     Fuck you Iran Goverment! https://t.co/E7452S64HW",en,10,2022-12-31 11:37:13+00:00,USA
jamesfm55,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:37:11+00:00,Sheffield
Leila_Gh_H,"Iran_Karaj.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month. #OpIran #مهسا_امینی @SenTedCruz https://t.co/CvK3yKsVA4",en,12,2022-12-31 11:36:26+00:00,
JennyBell6,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:35:21+00:00,
KhAp20,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 11:35:16+00:00,‌
AryaTispon,"Iran_Bokan.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month.#OpIran #مهسا_امینی @ChrisCoons https://t.co/gHAYHpJKVz",en,6,2022-12-31 11:34:32+00:00,
one_Iranian_,@ayatolahjaghian This account and all its contents are to support #Iranian and #IranRevoIution and we all support it.  #MahsaAmini  #OpIran,en,0,2022-12-31 11:34:28+00:00,
aryspah,"Iran_Bokan.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month.#OpIran #مهسا_امینی @ChrisCoons https://t.co/gHAYHpJKVz",en,6,2022-12-31 11:34:07+00:00,
hamedborass,"Iran_Bokan.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month.#OpIran #مهسا_امینی @ChrisCoons https://t.co/gHAYHpJKVz",en,6,2022-12-31 11:33:52+00:00,
AryaEspahbod,"Iran_Bokan.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month.#OpIran #مهسا_امینی @ChrisCoons https://t.co/gHAYHpJKVz",en,6,2022-12-31 11:33:26+00:00,
nilo_hayet,"@1500tasvir #BorhanEliasi, a 22 year-old was shot to death by Islamic Republic’s forces today at #Javanroud. December 31.  #IranRevolution  #MahsaAmini  #OpIran   Please help https://t.co/uCvwd85RQa",en,17,2022-12-31 11:31:19+00:00,
safara_saa,You should have expect us.   You should have expect your people.   We hope you all have withdraw your money. Open fire.  #OpIran     #Anonymous   #GhostSec  #DSiran https://t.co/HEUFj1ICep,en,157,2022-12-31 11:27:34+00:00,
ElsaPoppi,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:27:09+00:00,
safara_saa,Someone can explain me what Bank Melli do with a record under the Department of Defense (DoD) in US ?    https://t.co/UKw8qRcMEn / 30.2.3.41    IP: 30.2.3.41  Country: United States (US)   ISP: DoD Network Information Center  ASN: AS749    #OpIran https://t.co/qweg2KBD3S,en,93,2022-12-31 11:26:50+00:00,
safara_saa,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 11:26:41+00:00,
AryaTispon,"Iran_Khash.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month. #OpIran #مهسا_امینی @SenRickScott https://t.co/jZIrgl6vmT",en,7,2022-12-31 11:25:48+00:00,
sophie46472077,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:25:28+00:00,
MrAi8867,والا 👌    We Are Anonymous  We Are Legion   We Don't Forget  We Don't Forgive  Expect Us!   #OpIran  #مهسا_امینی  #اعتصابات_سراسری https://t.co/XLWBIcHBw3,en,481,2022-12-31 11:25:07+00:00,
SLWest20,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:24:59+00:00,Scotland
AryaEspahbod,"Iran_Karaj.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month. #OpIran #مهسا_امینی @SenTedCruz https://t.co/CvK3yKsVA4",en,12,2022-12-31 11:24:56+00:00,
AryaEspahbod,"Iran_Rodsar.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers""and the same in the country for more than over 3 Month.#OpIran #مهسا_امینی @SenRubioPress https://t.co/tIpB7Qpoxr",en,8,2022-12-31 11:24:47+00:00,
AryaEspahbod,"Iran_Khash.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month. #OpIran #مهسا_امینی @SenRickScott https://t.co/jZIrgl6vmT",en,7,2022-12-31 11:24:32+00:00,
aryspah,"Iran_Rodsar.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers""and the same in the country for more than over 3 Month.#OpIran #مهسا_امینی @SenRubioPress https://t.co/tIpB7Qpoxr",en,8,2022-12-31 11:24:04+00:00,
aryspah,"Iran_Khash.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month. #OpIran #مهسا_امینی @SenRickScott https://t.co/jZIrgl6vmT",en,7,2022-12-31 11:23:49+00:00,
FaranakSafaee,#Mahsa_Amini #OpIran #UnityForIran #IranRevoIution #NIAC_IS_NOT_OUR_VOICE    Fight until win...✌️🏻✨🕊️   #ToomajSalehi https://t.co/AwriZQLIEf,en,0,2022-12-31 11:23:26+00:00,Tehran
PizzaExplosive,"Javanrud is one of the cities of Kurdistan-Iran. A city with a small area,but in the coming revolution,people fought for freedom. The Islamic Republic has started a massacre here.  Be the voice of this revolution. Be the voice of these people.  #mahsaami̇ni̇   #Javanrud   #OpIran https://t.co/odyWe8CaUR",en,27,2022-12-31 11:23:10+00:00,
hamedborass,"Iran_Khash.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month. #OpIran #مهسا_امینی @SenRickScott https://t.co/jZIrgl6vmT",en,7,2022-12-31 11:23:08+00:00,
CSaiedd,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:22:03+00:00,
Yuminill,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:22:00+00:00,
MrE_Os,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:21:15+00:00,"Norwich, England"
Iman29972997,"#OpIran the Islamic republic is killing Iranian youth, we don't forget, we don't forgive!    Expect us... https://t.co/LI43545osr",en,30,2022-12-31 11:21:08+00:00,"Vienna, Austria"
emmeline1976,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:20:02+00:00,
hamedborass,"Iran_Karaj.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers"" and the same in the country for more than over 3 Month. #OpIran #مهسا_امینی @SenTedCruz https://t.co/CvK3yKsVA4",en,12,2022-12-31 11:19:12+00:00,
moewze,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:18:46+00:00,"London, England"
anonymousopiran,@mesbahgazmeh @dw_persian You mean the real terrorist supporters?  #OpIran  #برهان_الیاسی,en,0,2022-12-31 11:18:18+00:00,Your Ethernet cable
abbas_shadmani,Happy New Year Anonymous    LOVE AND PEACE  @anonymousopiran   @YourAnonRiots   @Anonymous_VNPC   @YourAnonNews   @YourAnonStory   @YourAnonCentral   @YourAnonOne    @anon_met   @LatestAnonPress   @AnonymousWamp   @AL3_hacker   #OpIran   #MahsaAmini,en,10,2022-12-31 11:17:34+00:00,
majid_0215512,"Javanrud is one of the cities of Kurdistan-Iran. A city with a small area,but in the coming revolution,people fought for freedom. The Islamic Republic has started a massacre here.  Be the voice of this revolution. Be the voice of these people.  #mahsaami̇ni̇   #Javanrud   #OpIran https://t.co/odyWe8CaUR",en,27,2022-12-31 11:17:13+00:00,Österreich
hamedborass,"Iran_Rodsar.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers""and the same in the country for more than over 3 Month.#OpIran #مهسا_امینی @SenRubioPress https://t.co/tIpB7Qpoxr",en,8,2022-12-31 11:16:51+00:00,
jwcunnington,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:16:16+00:00,
VestaJC,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:16:11+00:00,"Macclesfield, England"
AryaTispon,"Iran_Rodsar.Dec30 Stop negotiations with the Mullahs occupying Iran!Withdraw your ambassadors immediately. Iranians are chanting in over 200 cities worldwide: ""The mullahs are our occupiers""and the same in the country for more than over 3 Month.#OpIran #مهسا_امینی @SenRubioPress https://t.co/tIpB7Qpoxr",en,8,2022-12-31 11:16:10+00:00,
Saman_hectoram,"While people of Javanrud mourning the loss of 7 murdered protestors, the IR regime in continuation of brutality against its own people, killed 22-yr-old #BorhanElyasi. Political sponsorship doesn’t work for these victims. The regime needs to be proactively stopped.  #OpIran",en,0,2022-12-31 11:16:03+00:00,
MyPersia2022,@RoyaUlrich Please be their voice! For Freedom!   🌹🌹❤️❤️🕊️🕊️🪷🪷    #MahsaAmini #OpIran #IranRevoIution2022 #StopExecutionInIran,en,0,2022-12-31 11:15:33+00:00,
louisevla,Internet cut so important to show what’s happening. Remarkable number of citizens from #Zahedan protesting today after the recent massacres and repression. The people of Iran are absolutely determined to regain their freedom and basic human rights. #IranRevoIution #OpIran https://t.co/2iSF6glChw,en,536,2022-12-31 11:15:30+00:00,London
Sharif3301,"@1500tasvir #BorhanEliasi, a 22 year-old was shot to death by Islamic Republic’s forces today at #Javanroud. December 31.  #IranRevolution  #MahsaAmini  #OpIran   Please help https://t.co/uCvwd85RQa",en,17,2022-12-31 11:15:14+00:00,Hell on Earth 
